0,9.779160236339122,-3.4752806729338217,-0.5145452316499664,-3.2211267302448694
1,9.777860197369463,-3.2698811287277776,-3.2820855785614347,-2.2495887881578662
2,9.777778181495881,-3.900542569974404,-2.6142427013561784,-2.9253914518594213
5,9.777768179961217,-3.530887716904276,-3.9074072406470064,-3.6761523911100458
13,9.777757548197773,-3.799985348143318,-3.5297642436154644,-3.795293537281281
18,9.777756712488044,-3.8370797045147613,-3.717574018437859,-3.6761523911100458
19,9.777753536455357,-3.966681519480015,-3.9044881319177995,-3.6610408676611756
22,9.777753217187916,-3.950620732925056,-3.8263631979343664,-3.793630272131704
25,9.777753058900968,-3.9160653205118043,-3.9110402352291604,-3.9913438719785996
31,9.777751670356107,-3.9939574737586008,-3.9305350011004396,-3.927807999712374
37,9.777751493730813,-3.993957473758601,-3.9305350011004396,-3.980421717120782
43,9.777751406908406,-3.9969876034509983,-3.9564938034302437,-3.980421717120782
46,9.777751387446932,-3.9954339944921546,-3.9651520585177757,-3.9926427991477
56,9.777751365158528,-3.9969876034509983,-3.9564938034302437,-3.993850950821564
57,9.777751338915222,-3.9979832246834617,-3.9814258405442473,-3.987330085318817
64,9.77775129819468,-3.999564435249547,-3.97727153759453,-3.9926427991477
66,9.777751281314638,-3.999564435249547,-3.97727153759453,-3.9981719141513152
69,9.777751268349279,-3.999564435249547,-3.9891417866281733,-3.9981719141513152
72,9.777751267365112,-3.9992809256702606,-3.994214574993161,-3.998409016152641
74,9.777751260780226,-3.999963744516147,-3.986157953251821,-3.999334149286704
80,9.777751259526967,-3.9996888475542347,-3.993568404314942,-3.9987689939365905
81,9.777751256637613,-3.9996221646698977,-3.9985318518413338,-3.9983865981912716
82,9.777751255115321,-3.999702588369602,-3.994390100222522,-3.999855043861091
84,9.777751250437333,-3.999710437561432,-3.9984854545552944,-3.999920153348668
88,9.777751249703263,-3.9998890029420964,-3.9988165212362854,-3.998971796948658
89,9.77775124854081,-3.9998448690440114,-3.9979972214150172,-3.9999077630322724
91,9.777751247581298,-3.999897543278405,-3.9979972214150172,-3.9999077630322724
95,9.777751245883891,-3.999990836737722,-3.9978542043558005,-3.9999575148336977
101,9.777751244265607,-3.999990836737722,-3.9993889646175607,-3.9999575148336977
115,9.777751244102223,-3.9999975697535417,-3.9997515022449686,-3.999844781779003
116,9.777751243808444,-3.9999975697535417,-3.9997515022449686,-3.999942134695978
118,9.777751243511071,-3.9999982230209525,-3.9999269159369577,-3.999975484743339
132,9.777751243463948,-3.9999971102290814,-3.999960693581325,-3.9999861061675634
