Fit ID	4318	152	4341	154	219	149	238	221	233	210	213	4317	220	4333	4356	215	3044-400	4362	224	223	
k100	1.00e+00	1.00e+00	1.00e+00	1.00e+00	1.00e+00	1.00e+00	1.00e+00	1.00e+00	1.00e+00	1.00e+00	1.00e+00	1.00e+00	1.00e+00	1.00e+00	1.00e+00	1.00e+00	1.00e+00	1.00e+00	1.00e+00	1.00e+00	
k101	8.33e-07	8.33e-07	8.33e-07	8.33e-07	8.33e-07	8.33e-07	8.33e-07	8.33e-07	8.33e-07	8.33e-07	8.33e-07	8.33e-07	8.33e-07	8.33e-07	8.33e-07	8.33e-07	8.33e-07	8.33e-07	8.33e-07	8.33e-07	
k102	5.00e-07	5.00e-07	5.00e-07	5.00e-07	5.00e-07	5.00e-07	5.00e-07	5.00e-07	5.00e-07	5.00e-07	5.00e-07	5.00e-07	5.00e-07	5.00e-07	5.00e-07	5.00e-07	5.00e-07	5.00e-07	5.00e-07	5.00e-07	
k103	1.33e-10	5.28e-07	9.39e-08	1.67e-08	2.65e-06	4.71e-07	2.10e-08	9.39e-09	1.67e-07	1.67e-08	1.05e-08	5.93e-11	3.33e-07	9.39e-11	1.05e-09	2.97e-08	9.39e-10	2.97e-09	2.97e-09	2.97e-07	
k104	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	
k105	6.67e-05	6.67e-05	6.67e-05	6.67e-05	6.67e-05	6.67e-05	6.67e-05	6.67e-05	6.67e-05	6.67e-05	6.67e-05	6.67e-05	6.67e-05	6.67e-05	6.67e-05	6.67e-05	6.67e-05	6.67e-05	6.67e-05	6.67e-05	
k106	7.48e-05	1.33e-05	1.33e-05	1.33e-05	2.37e-07	4.21e-05	2.11e-05	2.37e-05	2.37e-05	1.49e-07	4.21e-06	4.21e-07	2.37e-05	2.37e-05	4.21e-05	2.37e-05	2.37e-05	4.21e-06	1.33e-05	7.48e-07	
k106b	1.48e-06	8.33e-07	1.48e-07	4.68e-08	5.26e-07	8.33e-07	1.48e-05	5.26e-07	4.68e-08	4.68e-06	8.33e-06	8.33e-06	4.68e-07	4.68e-07	1.48e-07	2.63e-08	1.48e-07	4.17e-06	1.66e-06	1.48e-06	
k107	3.33e-05	3.33e-05	3.33e-05	3.33e-05	3.33e-05	3.33e-05	3.33e-05	3.33e-05	3.33e-05	3.33e-05	3.33e-05	3.33e-05	3.33e-05	3.33e-05	3.33e-05	3.33e-05	3.33e-05	3.33e-05	3.33e-05	3.33e-05	
k108	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	
k109	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	
k10b	5.43e-02	5.43e-02	5.43e-02	5.43e-02	5.43e-02	5.43e-02	5.43e-02	5.43e-02	5.43e-02	5.43e-02	5.43e-02	5.43e-02	5.43e-02	5.43e-02	5.43e-02	5.43e-02	5.43e-02	5.43e-02	5.43e-02	5.43e-02	
k110	3.33e-04	3.33e-04	3.33e-04	3.33e-04	3.33e-04	3.33e-04	3.33e-04	3.33e-04	3.33e-04	3.33e-04	3.33e-04	3.33e-04	3.33e-04	3.33e-04	3.33e-04	3.33e-04	3.33e-04	3.33e-04	3.33e-04	3.33e-04	
k111	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	
k112	1.67e-04	5.93e-04	5.28e-03	2.97e-03	1.49e-04	2.97e-03	2.97e-03	5.28e-03	2.97e-05	9.39e-04	1.67e-04	1.67e-03	5.28e-04	5.28e-04	5.28e-03	3.33e-03	4.71e-03	2.97e-04	2.97e-04	9.39e-04	
k113	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	
k114	8.87e-05	8.87e-06	1.25e-05	2.50e-04	1.41e-05	1.41e-06	4.45e-05	7.91e-07	1.58e-07	6.28e-03	1.25e-05	7.91e-03	9.95e-07	3.15e-06	1.25e-04	3.96e-05	4.45e-07	4.99e-03	1.41e-07	1.25e-03	
k115	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	
k116	1.69e-03	1.69e-02	3.00e-03	9.49e-04	3.00e-03	5.33e-03	1.06e-03	9.49e-03	3.00e-03	5.33e-02	5.33e-03	2.67e-04	5.33e-02	3.00e-03	5.33e-03	9.49e-03	5.33e-03	9.49e-03	4.75e-03	9.49e-02	
k117	8.33e-08	8.33e-08	8.33e-08	8.33e-08	8.33e-08	8.33e-08	8.33e-08	8.33e-08	8.33e-08	8.33e-08	8.33e-08	8.33e-08	8.33e-08	8.33e-08	8.33e-08	8.33e-08	8.33e-08	8.33e-08	8.33e-08	8.33e-08	
k118	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	
k119	1.00e+07	1.00e+07	1.00e+07	1.00e+07	1.00e+07	1.00e+07	1.00e+07	1.00e+07	1.00e+07	1.00e+07	1.00e+07	1.00e+07	1.00e+07	1.00e+07	1.00e+07	1.00e+07	1.00e+07	1.00e+07	1.00e+07	1.00e+07	
k120	8.33e-08	8.33e-07	4.68e-08	1.48e-07	1.48e-09	4.68e-08	4.68e-08	8.33e-08	8.33e-08	1.66e-08	4.68e-09	5.26e-11	1.48e-07	8.33e-08	8.33e-08	1.48e-07	8.33e-08	3.72e-10	1.48e-07	8.33e-11	
k120b	2.97e-09	9.39e-11	9.39e-09	5.28e-08	9.39e-08	2.65e-08	9.39e-08	2.97e-08	1.67e-08	2.97e-07	2.97e-07	5.28e-07	2.97e-08	9.39e-09	2.36e-08	5.28e-09	1.67e-08	1.67e-07	4.71e-10	5.28e-07	
k122	4.70e-08	2.96e-10	9.37e-08	1.67e-06	4.70e-08	1.67e-09	9.37e-09	5.27e-06	3.73e-08	5.27e-06	2.64e-07	5.27e-07	1.87e-08	1.05e-07	2.35e-07	5.27e-09	9.37e-10	4.70e-08	5.91e-08	4.70e-06	
k123	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	
k123h	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	
k15	1.67e-08	1.67e-08	1.67e-08	1.67e-08	1.67e-08	1.67e-08	1.67e-08	1.67e-08	1.67e-08	1.67e-08	1.67e-08	1.67e-08	1.67e-08	1.67e-08	1.67e-08	1.67e-08	1.67e-08	1.67e-08	1.67e-08	1.67e-08	
k16	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	
k17	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	
k18	2.50e-05	2.50e-05	2.50e-05	2.50e-05	2.50e-05	2.50e-05	2.50e-05	2.50e-05	2.50e-05	2.50e-05	2.50e-05	2.50e-05	2.50e-05	2.50e-05	2.50e-05	2.50e-05	2.50e-05	2.50e-05	2.50e-05	2.50e-05	
k19	1.67e-07	1.67e-07	1.67e-07	1.67e-07	1.67e-07	1.67e-07	1.67e-07	1.67e-07	1.67e-07	1.67e-07	1.67e-07	1.67e-07	1.67e-07	1.67e-07	1.67e-07	1.67e-07	1.67e-07	1.67e-07	1.67e-07	1.67e-07	
k1c	8.00e+02	8.00e+02	8.00e+02	8.00e+02	8.00e+02	8.00e+02	8.00e+02	8.00e+02	8.00e+02	8.00e+02	8.00e+02	8.00e+02	8.00e+02	8.00e+02	8.00e+02	8.00e+02	8.00e+02	8.00e+02	8.00e+02	8.00e+02	
k1d	5.18e+02	5.18e+02	5.18e+02	5.18e+02	5.18e+02	5.18e+02	5.18e+02	5.18e+02	5.18e+02	5.18e+02	5.18e+02	5.18e+02	5.18e+02	5.18e+02	5.18e+02	5.18e+02	5.18e+02	5.18e+02	5.18e+02	5.18e+02	
k2	1.67e-05	5.27e-06	1.67e-04	9.37e-05	2.96e-04	9.37e-05	5.27e-04	2.96e-05	3.33e-05	1.87e-05	5.27e-04	4.70e-04	9.37e-05	9.37e-05	1.87e-05	1.32e-05	8.35e-05	5.27e-04	1.05e-04	5.27e-05	
k20	3.50e-07	3.50e-07	6.22e-07	6.22e-07	3.93e-07	3.12e-07	1.11e-07	2.48e-08	3.12e-05	9.86e-07	2.21e-08	1.11e-08	3.50e-06	3.50e-08	2.78e-08	3.50e-07	1.11e-06	7.84e-06	2.48e-07	2.48e-08	
k21	3.67e-07	3.67e-07	3.67e-07	3.67e-07	3.67e-07	3.67e-07	3.67e-07	3.67e-07	3.67e-07	3.67e-07	3.67e-07	3.67e-07	3.67e-07	3.67e-07	3.67e-07	3.67e-07	3.67e-07	3.67e-07	3.67e-07	3.67e-07	
k22	1.11e-04	3.12e-04	6.22e-07	1.11e-05	3.12e-06	3.93e-07	6.22e-05	3.50e-04	7.84e-07	3.50e-05	1.11e-05	3.93e-06	3.50e-04	1.97e-03	9.86e-07	1.11e-07	6.22e-06	3.50e-05	6.22e-07	1.11e-04	
k23	6.00e+00	6.00e+00	6.00e+00	6.00e+00	6.00e+00	6.00e+00	6.00e+00	6.00e+00	6.00e+00	6.00e+00	6.00e+00	6.00e+00	6.00e+00	6.00e+00	6.00e+00	6.00e+00	6.00e+00	6.00e+00	6.00e+00	6.00e+00	
k25	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	
k28	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	5.00e-06	
k29	1.17e-06	1.17e-06	1.17e-06	1.17e-06	1.17e-06	1.17e-06	1.17e-06	1.17e-06	1.17e-06	1.17e-06	1.17e-06	1.17e-06	1.17e-06	1.17e-06	1.17e-06	1.17e-06	1.17e-06	1.17e-06	1.17e-06	1.17e-06	
k2b	1.67e-07	1.87e-07	1.18e-06	1.87e-07	5.92e-07	1.05e-07	5.92e-07	3.33e-07	3.33e-07	1.05e-07	5.92e-07	3.33e-09	1.87e-07	6.64e-08	5.92e-08	5.92e-08	1.05e-08	2.10e-07	1.05e-06	1.87e-07	
k32	4.00e-07	4.00e-07	4.00e-07	4.00e-07	4.00e-07	4.00e-07	4.00e-07	4.00e-07	4.00e-07	4.00e-07	4.00e-07	4.00e-07	4.00e-07	4.00e-07	4.00e-07	4.00e-07	4.00e-07	4.00e-07	4.00e-07	4.00e-07	
k33	3.50e-05	3.50e-05	3.50e-05	3.50e-05	3.50e-05	3.50e-05	3.50e-05	3.50e-05	3.50e-05	3.50e-05	3.50e-05	3.50e-05	3.50e-05	3.50e-05	3.50e-05	3.50e-05	3.50e-05	3.50e-05	3.50e-05	3.50e-05	
k34	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	
k35	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	7.50e-06	
k36	5.00e-03	5.00e-03	5.00e-03	5.00e-03	5.00e-03	5.00e-03	5.00e-03	5.00e-03	5.00e-03	5.00e-03	5.00e-03	5.00e-03	5.00e-03	5.00e-03	5.00e-03	5.00e-03	5.00e-03	5.00e-03	5.00e-03	5.00e-03	
k37	1.50e-06	1.50e-06	1.50e-06	1.50e-06	1.50e-06	1.50e-06	1.50e-06	1.50e-06	1.50e-06	1.50e-06	1.50e-06	1.50e-06	1.50e-06	1.50e-06	1.50e-06	1.50e-06	1.50e-06	1.50e-06	1.50e-06	1.50e-06	
k4	6.73e-06	6.73e-06	6.73e-06	6.73e-06	6.73e-06	6.73e-06	6.73e-06	6.73e-06	6.73e-06	6.73e-06	6.73e-06	6.73e-06	6.73e-06	6.73e-06	6.73e-06	6.73e-06	6.73e-06	6.73e-06	6.73e-06	6.73e-06	
k40	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	
k41	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	5.00e-05	
k42	1.07e-04	1.90e-04	1.90e-04	1.07e-04	6.00e-05	1.90e-05	3.37e-05	3.37e-05	6.00e-05	1.90e-04	6.00e-05	3.37e-05	1.90e-05	1.07e-04	3.37e-05	6.00e-05	1.90e-05	6.00e-05	6.00e-05	3.37e-05	
k43	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	
k44	1.90e-05	1.90e-04	1.90e-05	1.07e-05	1.07e-05	3.38e-06	6.02e-05	3.38e-05	6.02e-05	1.90e-05	1.07e-05	1.90e-05	1.07e-05	1.90e-05	6.02e-05	1.90e-05	3.38e-06	3.38e-06	1.07e-05	3.38e-06	
k45	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	
k47	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	
k48	8.41e-07	4.21e-06	2.37e-04	4.21e-05	4.21e-06	4.21e-06	2.37e-06	4.21e-05	1.50e-05	7.49e-07	4.21e-06	4.21e-06	7.49e-04	7.49e-05	3.35e-04	1.33e-06	2.37e-03	2.11e-06	2.37e-06	7.49e-06	
k49	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	
k4b	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	
k5	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	
k50	8.44e-08	2.67e-07	1.50e-07	1.50e-06	1.50e-05	7.53e-04	2.67e-07	9.47e-08	8.44e-07	1.50e-06	4.75e-06	8.44e-08	4.75e-07	2.67e-06	2.67e-06	8.44e-06	1.50e-05	8.44e-06	2.67e-06	2.38e-06	
k52	8.85e-04	1.57e-05	4.98e-06	8.85e-07	1.57e-04	1.57e-04	8.85e-05	8.85e-05	1.57e-04	4.98e-05	8.85e-05	4.98e-06	8.85e-05	1.57e-04	8.85e-05	8.85e-05	4.98e-04	1.57e-04	2.80e-05	1.57e-06	
k53	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	
k55	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	
k56	4.46e-06	2.51e-05	2.51e-06	7.93e-06	1.41e-05	2.51e-05	7.93e-06	4.46e-05	7.93e-06	7.93e-05	2.51e-05	2.51e-06	2.51e-05	2.51e-05	1.41e-05	2.51e-06	2.51e-06	1.41e-05	1.12e-05	1.41e-04	
