2020-11-12 21:53:37.647563,0,5.1619676201454645,6588078501.543625,10,6.6230746413807084,7905694195.63269
2020-11-12 22:06:20.313714,1000,2.7811412300929756,3.6018761892482396,380,4.846446812183816,239417710456.60196
2020-11-12 22:17:16.141334,2000,2.747800443128942,3.4738400688985416,79,4.5322059438121105,1317615703.548581
2020-11-12 22:27:54.699265,3000,2.7402925558272355,3.4104627183788963,68,4.058844503922021,23.224291099689538
2020-11-12 22:38:44.281988,4000,2.7402925558272355,3.3481818805333305,45,3.8051953194319146,1317615713.3561273
2020-11-12 22:50:31.232121,5000,2.556286280155771,3.260920083525909,42,4.044836332052283,1317615705.0609505
2020-11-12 23:02:55.409555,6000,2.54754164466607,3.1578217285631225,54,4.615546945730781,2635231400.650049
2020-11-12 23:15:44.274539,7000,2.539198784421094,3.134215576582893,32,3.4326825236900835,10805.04942895123
2020-11-12 23:27:45.458953,8000,2.49116357904198,3.0831668459509243,26,3.7103409937616814,2635231402.4030447
2020-11-12 23:40:05.701261,9000,2.49116357904198,3.0080679595040576,36,3.4599594439384673,1317615705.8731565
2020-11-12 23:53:50.879879,10000,2.432583774254015,2.981083841368379,27,2.5137360277705008,14.01472248741325
2020-11-13 00:06:18.447945,11000,2.177474552747225,2.8783697744477834,43,3.871815337744482,2635231393.7364626
2020-11-13 00:18:55.301692,12000,2.064794853989968,2.8192764505828616,29,4.074045885592354,2805733378.120418
2020-11-13 00:30:48.083638,13000,2.064794853989968,2.7715576282404477,36,4.419765742431239,1317615705.1179044
2020-11-13 00:41:57.578478,14000,2.064794853989968,2.723013836863433,38,4.304532817423637,1317615716.8944356
2020-11-13 00:53:09.781710,15000,1.9949657159184533,2.6889013010645115,32,4.2070649796636745,1317615712.8251417
2020-11-13 01:04:21.818966,16000,1.9949657159184533,2.6723865052908287,24,3.667664916875722,3952847113.347511
2020-11-13 01:15:18.373470,17000,1.9452170976516843,2.6346651619384565,34,3.74289271990107,1317615713.5811703
2020-11-13 01:27:51.527157,18000,1.907232127514424,2.6034234865701005,29,4.125141889165326,23.4436024067937
2020-11-13 01:40:10.693467,19000,1.9040140186393448,2.563635674012241,32,3.8592138353988616,1317730192.3313494
2020-11-13 01:52:38.648084,20000,1.9040140186393448,2.536873028508939,27,3.235060989800315,2635231397.6757245
2020-11-13 02:05:14.155684,21000,1.8987806064109745,2.525153788874311,33,4.1219786278647295,183657101499.5828
2020-11-13 02:19:01.920119,22000,1.8984190091081956,2.501048644533969,20,2.0998383455543137,7619439892.948154
2020-11-13 02:32:38.993993,23000,1.8980743604568993,2.480016514903556,21,4.151103307726529,1317615703.652631
2020-11-13 02:46:23.817407,24000,1.8980734004757938,2.4498094990377473,29,1.9361478909237437,18.671425451907776
2020-11-13 03:00:57.134794,25000,1.8865496994967805,2.4232618140560955,25,4.165688952491166,2635543189.2572665
2020-11-13 03:15:35.598765,26000,1.877868051631751,2.4099832999068123,27,3.610360924734639,2635231400.4169803
2020-11-13 03:29:14.816297,27000,1.877868051631751,2.3966601646257764,18,2.556909793917568,5270462779.019101
2020-11-13 03:42:47.676421,28000,1.877868051631751,2.3818195936389612,21,3.9856720097544547,2635231398.677362
2020-11-13 03:55:42.390762,29000,1.877868051631751,2.3695541753609395,25,4.279440166170968,25.431697232771523
2020-11-13 04:09:25.870870,30000,1.877868051631751,2.3662806790210227,12,5.1422289870597275,1317615709.2665193
2020-11-13 04:23:30.553369,31000,1.876494610674288,2.3631785135057,21,2.0664048591508557,3952847103.688629
2020-11-13 04:37:05.632018,32000,1.876494610674288,2.3616030103036123,11,3.299329462954041,3952847085.542921
2020-11-13 04:50:58.190019,33000,1.8733903297957784,2.3571538001081884,15,4.128947364371336,13.281277026328688
2020-11-13 05:04:23.912127,34000,1.8733899662802171,2.3332919338260933,20,3.823138806197973,70.8567004858732
2020-11-13 05:17:35.209919,35000,1.8733899662802171,2.330808534023284,7,4.321104807221808,24.48314949577232
2020-11-13 05:30:58.626871,36000,1.8733895423920814,2.321697346860125,17,2.5525759354286324,2635231406.7930007
2020-11-13 05:45:45.867068,37000,1.8733895423920814,2.312120690919936,12,2.980200923250549,1317615709.2100406
2020-11-13 06:00:55.580786,38000,1.8733895423920814,2.3057579472276104,16,4.351020711369823,4.052696000332975e+21
2020-11-13 06:14:59.440972,39000,1.8733895423920814,2.2952584962989064,20,4.309859129851237,1333029427.947429
2020-11-13 06:28:13.326807,40000,1.8733895423920814,2.2838626688147645,19,2.854673126500405,26317265109.600933
2020-11-13 06:41:13.627101,41000,1.8733895423920814,2.2787743447011284,12,4.302313060995186,2635231406.210743
2020-11-13 06:54:10.455460,42000,1.8733893693739885,2.272468579680666,18,3.887908744452766,17.34183870220959
2020-11-13 07:06:56.548496,43000,1.8733893693739885,2.269522909310423,15,2.2974765756948448,2635231399.14814
2020-11-13 07:19:12.212174,44000,1.870534586317555,2.2669160248911147,15,4.124262666880898,1317681030.2680953
2020-11-13 07:31:49.335207,45000,1.8705344981407697,2.2647662348486026,12,3.875260910159801,1.1498482052369061e+17
2020-11-13 07:44:14.485020,46000,1.8705344981407697,2.2633582130727965,14,4.449916963244383,1317615709.076454
2020-11-13 07:57:04.629891,47000,1.8690648946941857,2.2625786852438075,12,2.66025468262435,2765892113184963.0
2020-11-13 08:09:31.549534,48000,1.8664080025749987,2.260347199760204,13,4.694808747172305,3952847099.9435525
2020-11-13 08:22:38.986119,49000,1.8664080025749987,2.258824651577577,7,2.5735937521151713,2635231400.8242927
